Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
2000.0,2008-11-15,public,438.0,10.8%,920xx,CA,5 years,0.0
10000.0,2009-01-07,Working Capital,575.0,6.39%,100xx,NY,1 year,0.0
4000.0,2009-05-06,private loan,430.0,1.66%,336xx,FL,1 year,0.0
6000.0,2009-05-04, ,649.0,4.52%,207xx,MD,1 year,0.0
3000.0,2008-02-16,vic99,793.0,61.2%,803xx,CO,1 year,0.0
20000.0,2008-01-13,Glenn,638.0,16.22%,142xx,NY,6 years,0.0
5000.0,2009-05-13,single mom first home,661.0,19%,301xx,GA,< 1 year,0.0
2000.0,2009-03-24,Personal Loan,673.0,0%,334xx,FL,1 year,0.0
3000.0,2008-02-01,keggy6,576.0,28.77%,370xx,TN,10+ years,0.0
10000.0,2008-01-17,Rangerman,541.0,0%,645xx,MO,< 1 year,0.0
20000.0,2009-05-08,Making my home better,662.0,26.63%,495xx,MI,1 year,0.0
5000.0,2008-07-28, ,0.0,0%,600xx,IL,5 years,0.0
20000.0,2008-12-14, ,741.0,27.35%,852xx,AZ,5 years,0.0
5000.0,2008-04-30,One Payment,647.0,28.52%,452xx,OH,< 1 year,0.0
14000.0,2009-02-03, ,684.0,10.76%,721xx,AR,1 year,0.0
15000.0,2009-02-10,annajamesobezyanaemanualchasu,655.0,9.36%,750xx,TX,1 year,0.0
3500.0,2008-06-16,School Payments,588.0,25.76%,660xx,KS,3 years,0.0
7000.0,2008-06-04,Consolidation,680.0,14.87%,921xx,CA,1 year,0.0
2000.0,2007-11-16,gamommie,514.0,0%,305xx,GA,2 years,0.0
1200.0,2008-06-24,Cleaned up the house; bills R next!!,528.0,0%,181xx,PA,1 year,0.0
25000.0,2008-04-06,Starting my own Karaoke Business ,517.0,33.03%,852xx,AZ,3 years,0.0
1200.0,2009-03-07,For credit card bills,648.0,5.94%,495xx,MI,< 1 year,0.0
7500.0,2008-08-24,Securities Portfolio,659.0,0.72%,853xx,AZ,1 year,0.0
24000.0,2009-04-27, ,818.0,6.52%,119xx,NY,9 years,0.0
12750.0,2009-05-10,Trying not to sweat the small stuff...,755.0,40.84%,981xx,WA,< 1 year,0.0
16000.0,2008-01-09,personal,715.0,0.33%,331xx,FL,7 years,0.0
12000.0,2008-11-08, ,730.0,23.19%,077xx,NJ,7 years,0.0
13800.0,2009-01-24,Create a Basement Apartment,670.0,13.44%,840xx,UT,7 years,0.0
3000.0,2008-03-10,buisness,605.0,-1%,,,< 1 year,0.0
10000.0,2009-01-21, ,711.0,2.44%,913xx,CA,3 years,0.0
3000.0,2009-05-08,Selling my home need help with expenses.,727.0,27.32%,644xx,MO,10+ years,0.0
12000.0,2009-01-16,Family finance loan ,483.0,8.06%,981xx,WA,2 years,0.0
20000.0,2009-01-29,Acquisition Money and Automobile Financi,621.0,44.73%,103xx,NY,8 years,0.0
3000.0,2009-02-16,U of I Springfield Graduate Loan,697.0,4.91%,617xx,IL,< 1 year,0.0
25000.0,2009-04-04,Angel Babies Clothing,433.0,9.81%,853xx,AZ,1 year,0.0
25000.0,2008-11-07,DEBT RELIEF,516.0,0%,324xx,FL,3 years,0.0
5000.0,2008-07-12,Been working so hard...just need a boost,531.0,18.86%,422xx,KY,< 1 year,0.0
5000.0,2008-09-12,legitimate chance,551.0,21.08%,338xx,FL,7 years,0.0
7500.0,2008-05-01,Help a young family with no insurance.,447.0,18.12%,278xx,NC,< 1 year,0.0
2000.0,2009-04-21,Car accident,557.0,17.16%,410xx,KY,1 year,0.0
1000.0,2008-11-21,Please help needy military family,437.0,29.83%,799xx,TX,5 years,0.0
4000.0,2009-04-28,credit card,482.0,1142.12%,334xx,FL,9 years,0.0
5000.0,2009-05-10,Opera Study Loan,0.0,0%,972xx,OR,< 1 year,0.0
6000.0,2008-10-01,Help me consolidate my credit card debt,697.0,26.23%,773xx,TX,5 years,0.0
5000.0,2009-03-31,Personal Loans,683.0,1.91%,933xx,CA,6 years,0.0
15000.0,2008-12-18,Business Expansion Loan,672.0,3.46%,772xx,TX,10+ years,0.0
15000.0,2008-01-21,bigmax,698.0,42.24%,120xx,NY,10+ years,0.0
4000.0,2008-11-24, ,636.0,12.63%,113xx,NY,1 year,0.0
1500.0,2008-12-12,Car,481.0,25.5%,018xx,MA,1 year,0.0
8000.0,2009-03-25,Paying off credit cards,700.0,15.54%,120xx,NY,10+ years,0.0
5000.0,2008-04-07,getting out of debt,564.0,0%,463xx,IN,2 years,0.0
1500.0,2008-04-11,Need Medical Expense Loan,452.0,23.23%,275xx,NC,4 years,0.0
6000.0,2008-12-02,Last Semester of College,763.0,24000%,481xx,MI,< 1 year,0.0
11000.0,2008-11-08,personal loan,539.0,1.56%,286xx,SC,3 years,0.0
3500.0,2009-05-05,Capital inflow for my business,646.0,35.18%,805xx,CO,10+ years,0.0
3000.0,2008-12-22,to fix my car,0.0,0%,444xx,OH,< 1 year,0.0
5000.0,2008-04-02,Medical School Supplement,553.0,72%,940xx,CA,1 year,0.0
1000.0,2009-03-17,bills,665.0,22.15%,880xx,NM,2 years,0.0
1200.0,2009-04-15,Re-establish own credit,518.0,17.99%,218xx,MD,3 years,0.0
3000.0,2008-12-24,Getting rid of a High Interest CC,730.0,33.48%,933xx,CA,< 1 year,0.0
25000.0,2008-02-14,fph36,662.0,68.73%,232xx,VA,7 years,0.0
17000.0,2008-11-20,Getting better rate than BOA/HSBC CC,728.0,28.41%,442xx,OH,7 years,0.0
13900.0,2009-05-11,Ducati Refinance,672.0,29.04%,920xx,CA,1 year,0.0
25000.0,2008-10-29,Credit Card Refinance,645.0,39.55%,600xx,IL,1 year,0.0
4000.0,2008-08-13,Personal / Pay off debt,462.0,11.43%,564xx,MN,7 years,0.0
12000.0,2008-02-13,rdunlavy,592.0,33.81%,770xx,TX,< 1 year,0.0
5000.0,2008-06-24,Education Loan,672.0,0.4%,871xx,NM,3 years,0.0
3700.0,2009-04-16,PROPERTY TAXES,555.0,20.73%,207xx,MD,10+ years,0.0
1450.0,2008-12-17,Debt Consolidation loan,522.0,29.15%,920xx,CA,10+ years,0.0
1500.0,2009-03-31, ,625.0,21.61%,727xx,AR,1 year,0.0
6000.0,2009-03-24,Just totaled vehicle,400.0,42.53%,707xx,LA,< 1 year,0.0
7000.0,2009-01-09,Payoff Car Loan ,543.0,11.35%,900xx,CA,5 years,0.0
10000.0,2008-10-13, ,674.0,33.27%,945xx,CA,< 1 year,0.0
12000.0,2009-04-27,Consolidate for school,724.0,1164%,843xx,UT,< 1 year,0.0
1500.0,2008-10-22,medical for the kids,441.0,10.53%,604xx,IL,10+ years,0.0
9000.0,2008-03-29,Debt consolidation,479.0,23.95%,640xx,MO,< 1 year,0.0
25000.0,2008-10-18,loan 6.99 apr,738.0,20.95%,958xx,CA,6 years,0.0
15000.0,2008-01-08,debt_consolidation,608.0,10.73%,750xx,TX,10+ years,0.0
9500.0,2008-05-22,consolidate three small loans to one,474.0,8.38%,975xx,OR,2 years,0.0
2000.0,2009-04-08,Loan for Wife's Education,558.0,21.71%,891xx,NV,10+ years,0.0
2000.0,2008-05-06,personal,421.0,21.52%,322xx,FL,2 years,0.0
4000.0,2008-10-16,Student ,656.0,0%,190xx,PA,< 1 year,0.0
10000.0,2007-12-14,Consolidate Debt,523.0,17.35%,490xx,MI,1 year,0.0
2000.0,2008-12-28,marrage,592.0,7.56%,992xx,WA,1 year,0.0
4000.0,2008-02-26,giavonnaj,592.0,19.2%,070xx,NJ,1 year,0.0
1800.0,2008-12-09, ,695.0,9.07%,117xx,NY,2 years,0.0
15000.0,2008-03-28,Business Loan,465.0,0%,891xx,NV,< 1 year,0.0
12000.0,2009-04-15,private student loan,661.0,45.96%,900xx,CA,10+ years,0.0
15000.0,2008-12-29,Debt Consolidate,461.0,16.03%,707xx,LA,10+ years,0.0
7500.0,2008-06-16,Ewok Needs Money,476.0,1.41%,225xx,VA,10+ years,0.0
2500.0,2008-12-29,Need Cash for enought cash for two month,473.0,54.54%,980xx,WA,< 1 year,0.0
10000.0,2009-03-30,Living Loan,542.0,0%,065xx,CT,1 year,0.0
2500.0,2008-04-09,personal loan,500.0,18%,780xx,TX,5 years,0.0
5000.0,2008-05-12,loan needed for stressful life events,539.0,22.54%,074xx,NJ,7 years,0.0
3000.0,2008-08-08,kitchen,627.0,60.14%,070xx,NJ,4 years,0.0
8000.0,2009-05-17,need to purchase a car,475.0,0%,774xx,TX,6 years,0.0
3000.0,2008-06-19,Wedding,548.0,15.09%,532xx,WI,1 year,0.0
6000.0,2008-08-12,patsy mccoy,634.0,57%,717xx,AR,< 1 year,0.0
15000.0,2008-03-21,refinance,633.0,21.45%,064xx,CT,3 years,0.0
10000.0,2009-02-25,Refinancing credit cards,649.0,11.03%,581xx,MN,2 years,0.0
5000.0,2008-06-19,Please Help Save Home From Foreclosure!,500.0,15.56%,611xx,IL,< 1 year,0.0
8000.0,2009-03-17,Mad At Credit Card Companies,685.0,7.68%,290xx,SC,< 1 year,0.0
10000.0,2008-03-16,debt_consolidation,653.0,33.28%,626xx,IL,< 1 year,0.0
12000.0,2009-05-04, ,716.0,40.98%,028xx,RI,< 1 year,0.0
13500.0,2008-11-06, ,714.0,29.36%,368xx,AL,10+ years,0.0
3000.0,2008-03-04,sleeveless,468.0,27.58%,030xx,NH,10+ years,0.0
10000.0,2009-04-08,consoilidation credit cards,679.0,34.07%,906xx,CA,4 years,0.0
3000.0,2009-05-13,Loan for Land Contract,401.0,18.56%,444xx,OH,< 1 year,0.0
15000.0,2009-01-27, ,656.0,91.7%,840xx,UT,< 1 year,0.0
7500.0,2008-04-13,Personal ,634.0,22.67%,626xx,IL,3 years,0.0
25000.0,2009-05-05,Continuing My Education,666.0,17.65%,132xx,NY,< 1 year,0.0
8250.0,2008-11-06,Business start up cost,635.0,17.22%,993xx,WA,2 years,0.0
25000.0,2008-01-28,kyshona,684.0,36.89%,761xx,TX,10+ years,0.0
15000.0,2009-01-20,Home Remodeling Project,594.0,10.08%,330xx,FL,4 years,0.0
1500.0,2009-04-20, ,725.0,12.47%,238xx,VA,3 years,0.0
5000.0,2008-10-21,"credit card debt,please help",404.0,19.86%,440xx,OH,< 1 year,0.0
10000.0,2008-03-21,Bill Pay Off,568.0,15.46%,212xx,MD,< 1 year,0.0
5000.0,2008-12-11,helpinghand,511.0,20.8%,304xx,GA,3 years,0.0
6000.0,2008-02-02,other,693.0,36.22%,262xx,WV,10+ years,0.0
5000.0,2008-12-22,for tuition,627.0,0.64%,967xx,HI,< 1 year,0.0
25000.0,2007-11-25,asphaltjohn,576.0,17.87%,630xx,MO,5 years,0.0
3500.0,2008-11-07, ,645.0,18.24%,490xx,MI,< 1 year,0.0
5000.0,2009-05-06,paying off credit card debt,630.0,126.95%,441xx,OH,< 1 year,0.0
1000.0,2009-02-02,Paying off 2 outstanding loans,569.0,0%,432xx,OH,< 1 year,0.0
15000.0,2009-02-07,Debt consolidation,646.0,14.24%,294xx,SC,10+ years,0.0
5000.0,2008-03-25,major_purchase,648.0,7.76%,083xx,NJ,< 1 year,0.0
20000.0,2008-01-29,debt_consolidation,696.0,37.94%,136xx,NY,10+ years,0.0
15000.0,2009-05-12,Bbusiness Expansion of current business,0.0,0%,302xx,GA,10+ years,0.0
2500.0,2008-08-09,Need help in Court Case..,467.0,0%,275xx,NC,< 1 year,0.0
15700.0,2008-03-17,want to get out!!,770.0,45.4%,170xx,PA,5 years,0.0
2600.0,2008-10-20,Family Vacation,659.0,11.01%,957xx,CA,3 years,0.0
20000.0,2009-03-09, ,766.0,2.46%,427xx,KY,< 1 year,0.0
4500.0,2008-12-10, ,741.0,51.06%,136xx,NY,9 years,0.0
5000.0,2009-01-17,consolidate debt,529.0,17.19%,075xx,NJ,3 years,0.0
25000.0,2008-01-24,slurrymaster,568.0,72.48%,661xx,KS,9 years,0.0
7500.0,2008-07-26,debt,576.0,15.43%,852xx,AZ,6 years,0.0
5000.0,2007-08-23,oucutiern,419.0,13.76%,741xx,OK,1 year,0.0
7500.0,2008-10-05,college graduate in serious debt,417.0,1.5%,207xx,MD,3 years,0.0
16000.0,2009-03-21, ,643.0,21.4%,335xx,FL,2 years,0.0
12000.0,2009-02-23,Help develop a dream,594.0,15.86%,334xx,FL,4 years,0.0
1000.0,2008-11-17,debt consolidation,535.0,3.63%,296xx,SC,3 years,0.0
1500.0,2009-03-25,Pay off debt,595.0,21.46%,958xx,CA,3 years,0.0
10000.0,2009-02-19, ,654.0,12.51%,806xx,CO,4 years,0.0
7500.0,2008-05-22,Consolidating credit cards,658.0,44.52%,853xx,AZ,1 year,0.0
6000.0,2008-12-02,Request to Borrow - secured loan ok,558.0,12.78%,980xx,WA,4 years,0.0
20000.0,2008-01-13,ocastillo,605.0,36.61%,333xx,FL,9 years,0.0
10000.0,2009-05-06,purchase newer equipment,518.0,1.87%,752xx,TX,2 years,0.0
5000.0,2009-04-25,catch up,558.0,0%,017xx,MA,2 years,0.0
20000.0,2008-11-07, ,592.0,31.76%,300xx,GA,< 1 year,0.0
20000.0,2008-04-07,new start,463.0,1.19%,430xx,OH,6 years,0.0
1500.0,2008-06-24,Maxim,705.0,22.33%,063xx,CT,10+ years,0.0
2000.0,2007-06-24,biblioteach,505.0,1.82%,287xx,NC,10+ years,0.0
20000.0,2009-04-18,Wind Energy Technology Education,481.0,17.76%,811xx,CO,7 years,0.0
20000.0,2008-11-07, ,716.0,28.89%,615xx,IL,1 year,0.0
10000.0,2007-11-23,grandpop2k8,0.0,0%,198xx,CT,4 years,0.0
25000.0,2009-04-06,Cass City Property,756.0,25.06%,486xx,MI,10+ years,0.0
3000.0,2008-12-26,THE Dream ,441.0,42.87%,296xx,SC,2 years,0.0
7500.0,2009-04-27,looking to get back on track,539.0,10.23%,760xx,TX,2 years,0.0
10000.0,2009-02-03,Wedding,603.0,33.88%,548xx,WI,< 1 year,0.0
1500.0,2007-12-04,major_purchase,711.0,0.31%,314xx,GA,2 years,0.0
7500.0,2008-05-07,Coast To Coast Outdoor,446.0,0%,926xx,CA,10+ years,0.0
10000.0,2009-04-16,Continue My Education,0.0,21.6%,902xx,CA,< 1 year,0.0
2500.0,2008-04-23,Children's Talent Consulting firm,500.0,4.29%,946xx,CA,9 years,0.0
5000.0,2008-12-09,Help!,551.0,31.6%,314xx,GA,< 1 year,0.0
8000.0,2008-03-14,debt_consolidation,683.0,2.94%,951xx,CA,< 1 year,0.0
25000.0,2009-04-27,Loan backed by 1st position mortgage,717.0,15.21%,151xx,PA,6 years,0.0
25000.0,2008-04-06,consolidate credit cards,681.0,14.32%,331xx,FL,1 year,0.0
7500.0,2009-04-27, ,682.0,28.21%,760xx,TX,2 years,0.0
8000.0,2008-01-03,debt_consolidation,661.0,156.07%,492xx,MI,10+ years,0.0
15000.0,2009-04-29,Student Seeking Money for Education,680.0,1.38%,173xx,PA,1 year,0.0
6000.0,2008-02-10,thanks4considering,443.0,21.91%,381xx,TN,9 years,0.0
15000.0,2007-10-18,Personal loan,679.0,8.67%,300xx,GA,< 1 year,0.0
25000.0,2009-05-10,REO investing,637.0,9.26%,852xx,AZ,2 years,0.0
6000.0,2007-11-10,ahill,564.0,2.04%,010xx,MA,< 1 year,0.0
14500.0,2009-03-18, ,689.0,25.69%,415xx,KY,< 1 year,0.0
6000.0,2009-05-14,Pay off medical bills,650.0,9.98%,191xx,PA,2 years,0.0
10000.0,2009-01-28,Small Business Loan for Project LifeWork,580.0,15.49%,330xx,FL,< 1 year,0.0
15000.0,2008-07-18,Refinancing Business Loan,627.0,66.02%,804xx,CO,4 years,0.0
4000.0,2008-11-06,Tuition/consolidate debt,496.0,17.08%,981xx,WA,3 years,0.0
6500.0,2008-03-23,Finacial ajustments due to divorce,717.0,44.01%,766xx,TX,3 years,0.0
7500.0,2008-09-11,Credit Card Consolidation,650.0,48.58%,431xx,OH,< 1 year,0.0
15000.0,2008-03-19,time to turn my debt around.,672.0,22.66%,463xx,IN,< 1 year,0.0
9500.0,2009-03-23,Auto,0.0,390%,148xx,NY,1 year,0.0
4000.0,2008-11-16,Appliances / dept consolidation,573.0,18.25%,703xx,LA,4 years,0.0
15000.0,2008-03-07,debt_consolidation,724.0,36.86%,034xx,NH,< 1 year,0.0
2500.0,2008-01-20,Lorri,491.0,16.06%,465xx,IN,3 years,0.0
5000.0,2009-01-06,Payoff a credit card,521.0,24.35%,453xx,OH,3 years,0.0
5000.0,2009-05-17,Single mom covered college for two,684.0,7.65%,481xx,MI,< 1 year,0.0
16500.0,2007-11-23,debt_consolidation,765.0,41.19%,070xx,NJ,10+ years,0.0
7500.0,2008-08-01,MONEY FOR USC AND SMALL BUSINESS ,579.0,9.1%,902xx,CA,7 years,0.0
5000.0,2008-04-15,TIRED OF STRUGGLING,0.0,0%,958xx,CA,10+ years,0.0
7500.0,2008-06-17,Debt Consolidation,607.0,18.79%,201xx,VA,1 year,0.0
10000.0,2008-12-27, ,673.0,35.8%,413xx,KY,< 1 year,0.0
10000.0,2008-02-05,PayItOff70,636.0,22.98%,190xx,PA,10+ years,0.0
6000.0,2008-03-01,Crystal,668.0,21.84%,322xx,FL,< 1 year,0.0
3500.0,2007-12-02,hockeymn889,478.0,0%,668xx,KS,2 years,0.0
7500.0,2008-02-23,NO more 27% interest,593.0,8.85%,235xx,VA,2 years,0.0
2600.0,2009-02-04,Payoff Utility bills and have extra mone,496.0,0%,591xx,MT,4 years,0.0
25000.0,2008-03-02,fmckeague,669.0,4.98%,480xx,MI,6 years,0.0
2500.0,2008-11-29,Tough times loan,479.0,17.1%,158xx,PA,< 1 year,0.0
25000.0,2008-11-06,KievStore-InternationalGroceryStore&Café,647.0,10.2%,972xx,OR,3 years,0.0
10000.0,2008-04-05,moving cost more than expected,0.0,0%,337xx,FL,3 years,0.0
25000.0,2007-11-24,ladycochran,465.0,21.64%,280xx,NC,10+ years,0.0
5000.0,2007-12-03,sgriffin21224,415.0,1.07%,212xx,MD,< 1 year,0.0
3550.0,2008-08-18,A new start,490.0,132.48%,956xx,CA,< 1 year,0.0
4000.0,2009-04-24,TUITION LOAN,536.0,0.56%,317xx,GA,6 years,0.0
2000.0,2008-12-29,After Christmas bills,652.0,35.47%,707xx,LA,3 years,0.0
10000.0,2008-03-02,debt_consolidation,699.0,35.96%,341xx,FL,4 years,0.0
20000.0,2008-02-03,other,735.0,28.78%,234xx,VA,4 years,0.0
5000.0,2009-04-04,re-establish credit,611.0,15.47%,152xx,PA,5 years,0.0
10000.0,2009-03-14,consolidate to buy a home,648.0,7.63%,100xx,NY,1 year,0.0
5000.0,2009-04-29,Summer Educational Loan,692.0,714000%,640xx,MO,10+ years,0.0
10000.0,2008-01-20,discover,733.0,24.15%,760xx,TX,< 1 year,0.0
10000.0,2009-04-21,Studen Loan for son,505.0,17.38%,786xx,TX,5 years,0.0
15000.0,2008-01-13,Time To Wipe Out CC Debt,723.0,15.29%,980xx,WA,8 years,0.0
10000.0,2009-05-04,Wedding,552.0,42.9%,641xx,MO,< 1 year,0.0
4300.0,2007-11-25,major_purchase,670.0,90.63%,278xx,NC,2 years,0.0
10000.0,2009-02-06,Ravenswood Building,751.0,34.99%,261xx,WV,10+ years,0.0
2500.0,2008-06-13,To start a business,523.0,26.07%,800xx,CO,< 1 year,0.0
10000.0,2009-03-30,credit card bills,744.0,4.89%,767xx,TX,6 years,0.0
1000.0,2008-10-30,Hungry Student,526.0,0%,926xx,CA,< 1 year,0.0
15000.0,2009-01-10,Contractors Fee,713.0,65.84%,070xx,NJ,4 years,0.0
10000.0,2009-02-24,bike loan,612.0,4.18%,864xx,AZ,9 years,0.0
2500.0,2007-10-11,tahoetiara,528.0,6%,980xx,WA,< 1 year,0.0
3000.0,2008-10-20,needs to borrow money for vacation,659.0,15600%,957xx,CA,3 years,0.0
25000.0,2009-01-25,Cash Flow,712.0,41.49%,300xx,GA,10+ years,0.0
15000.0,2009-04-23,Re: school loans,617.0,25.67%,932xx,CA,5 years,0.0
5000.0,2008-01-27,kenvess,459.0,27.95%,958xx,CA,< 1 year,0.0
1500.0,2008-06-29,moving,505.0,0%,923xx,CA,1 year,0.0
9500.0,2009-03-17,Refinancing my car,702.0,21.55%,111xx,NY,5 years,0.0
25000.0,2008-01-13,ffriedel,686.0,14.75%,303xx,GA,1 year,0.0
3000.0,2009-04-04,I need a personal loan.,557.0,5.43%,158xx,PA,< 1 year,0.0
5000.0,2008-03-13,Advertising for Small Bussiness,636.0,0%,331xx,FL,1 year,0.0
10000.0,2009-02-23,mortgage,478.0,18.15%,290xx,SC,6 years,0.0
1000.0,2008-07-21,Dell Training,430.0,3.84%,850xx,AZ,< 1 year,0.0
15000.0,2009-03-24,Back2school,725.0,19.67%,330xx,FL,3 years,0.0
15000.0,2008-12-16,student,446.0,0%,065xx,CT,2 years,0.0
3000.0,2009-04-07, ,675.0,1.96%,606xx,IL,1 year,0.0
3300.0,2009-05-12,cosmetology education,569.0,14.16%,086xx,NJ,1 year,0.0
1000.0,2008-03-18,Looking for a job. Need to pay bills,711.0,4%,913xx,CA,1 year,0.0
2800.0,2009-05-12,Motorcycle,698.0,21.5%,430xx,OH,< 1 year,0.0
4000.0,2009-02-05,consolidation,0.0,0%,293xx,SC,< 1 year,0.0
2500.0,2007-11-05,aalvg,482.0,0.52%,300xx,GA,10+ years,0.0
9000.0,2008-06-25, ,619.0,16.13%,105xx,NY,1 year,0.0
12500.0,2009-04-28,Start-up Business Loan,604.0,3.06%,117xx,NY,< 1 year,0.0
2000.0,2008-02-29,zach33781,516.0,0%,521xx,IA,< 1 year,0.0
13000.0,2008-11-24,Oro wheat,517.0,29.84%,857xx,AZ,2 years,0.0
20000.0,2009-02-23, ,524.0,9.1%,902xx,CA,2 years,0.0
25000.0,2008-01-23,GCL1,457.0,0%,981xx,WA,3 years,0.0
7000.0,2008-04-17,Seeking help with credit card debt.,501.0,11.36%,314xx,GA,2 years,0.0
3000.0,2008-11-18,Need Help so we can get back on our feet,488.0,0%,056xx,VT,< 1 year,0.0
6500.0,2009-02-18,Personal Loan,739.0,5.42%,077xx,NJ,6 years,0.0
1500.0,2007-08-09,oneals,0.0,0%,350xx,AL,3 years,0.0
10000.0,2009-03-16, ,735.0,20.3%,606xx,IL,10+ years,0.0
5000.0,2008-03-07,Cash Call refi ,597.0,3.57%,641xx,MO,7 years,0.0
10000.0,2009-01-07,UNLV Loan,808.0,0.51%,891xx,NV,1 year,0.0
7000.0,2008-01-13,Dez0770,576.0,16.89%,161xx,PA,3 years,0.0
12000.0,2007-11-29,rayrayray31,683.0,31.03%,761xx,TX,1 year,0.0
25000.0,2008-10-17,SEASONED INVERTOR BUYING MORE PROPERTY,644.0,33.94%,604xx,IL,1 year,0.0
5000.0,2008-02-10,jarydk311,601.0,61.56%,701xx,LA,1 year,0.0
10000.0,2009-04-22,consolidate debt into one payment,545.0,0%,461xx,IL,2 years,0.0
7500.0,2008-11-22,To get out of debt,469.0,43.6%,710xx,LA,< 1 year,0.0
1600.0,2008-10-22,Single Mother needing small assistance ,492.0,0%,294xx,SC,3 years,0.0
3000.0,2008-11-07,Consolidate debt,535.0,24.43%,402xx,KY,1 year,0.0
25000.0,2008-03-17,To be on track with personal finance,566.0,85.85%,958xx,CA,1 year,0.0
3000.0,2007-07-08,mom2gjs,565.0,3.25%,664xx,KS,< 1 year,0.0
10000.0,2008-12-05,Starting a Family,650.0,2.25%,981xx,WA,2 years,0.0
3200.0,2008-05-05,Better credit card rates,562.0,6.72%,550xx,MN,10+ years,0.0
2000.0,2007-12-12,texas ranger,426.0,20.19%,769xx,TX,10+ years,0.0
5275.0,2008-03-13,Funding of my on-going Internet Business,504.0,36.82%,463xx,IN,7 years,0.0
3000.0,2009-04-26,lawyer retainer fee,673.0,0.96%,104xx,NY,1 year,0.0
17000.0,2008-02-10,MDENHAM,600.0,15.15%,302xx,GA,4 years,0.0
14500.0,2009-05-11,Loan to Finance a Year of College,660.0,0%,149xx,NY,< 1 year,0.0
15000.0,2009-01-28,Improvements,656.0,11.26%,810xx,CO,10+ years,0.0
800.0,2007-11-23,Ronnie,520.0,0%,109xx,NY,2 years,0.0
2800.0,2008-12-19,just4meloan,0.0,0%,161xx,PA,5 years,0.0
2500.0,2008-02-15,stevenr,534.0,10.99%,532xx,WI,3 years,0.0
11000.0,2007-12-21,debt_consolidation,634.0,56.8%,770xx,TX,4 years,0.0
1500.0,2007-05-27,mdrigo,509.0,9.43%,209xx,MD,< 1 year,0.0
7500.0,2009-04-17, ,775.0,16.96%,327xx,FL,10+ years,0.0
2000.0,2008-12-18,need money for  Rent ,464.0,18.59%,921xx,CA,10+ years,0.0
10000.0,2009-04-28,Student Loan,499.0,81%,757xx,TX,< 1 year,0.0
6500.0,2007-06-11,Sammy,512.0,1.84%,021xx,MA,9 years,0.0
5000.0,2008-03-26,consolidation loan,538.0,22.21%,775xx,TX,4 years,0.0
18000.0,2009-04-05,Cottage Purchase,658.0,10.06%,430xx,OH,4 years,0.0
5000.0,2008-06-23,fix the bathroom,522.0,16.51%,441xx,OH,10+ years,0.0
5000.0,2009-04-06, ,699.0,9.19%,334xx,FL,1 year,0.0
10000.0,2009-03-09,Emergency Loan,538.0,1.3%,100xx,NY,< 1 year,0.0
21992.0,2008-03-26,debt_consolidation,629.0,128.08%,494xx,MI,< 1 year,0.0
25000.0,2008-11-19,adoption loan,689.0,26.11%,300xx,GA,10+ years,0.0
23000.0,2008-04-07,Pay Down Debts,645.0,370.37%,423xx,KY,4 years,0.0
1500.0,2008-12-09,Reducing my payments to one payment.,587.0,0%,553xx,MN,1 year,0.0
20000.0,2009-04-05, ,788.0,18.16%,972xx,OR,< 1 year,0.0
10000.0,2007-12-17,home_improvement,626.0,26.34%,310xx,GA,10+ years,0.0
15000.0,2007-12-15,debt_consolidation,648.0,49.42%,338xx,FL,10+ years,0.0
5000.0,2008-04-07,car loan and funiture,416.0,11.83%,146xx,NY,10+ years,0.0
5000.0,2008-11-15,Mother in need.,0.0,1.37%,935xx,CA,< 1 year,0.0
7500.0,2009-01-15,Bar Review Loan,623.0,2.76%,432xx,OH,< 1 year,0.0
5000.0,2007-06-05,baileykearns,552.0,1.6%,450xx,OH,2 years,0.0
7500.0,2009-01-19,Finance my current order backlog,586.0,17.09%,300xx,GA,5 years,0.0
10000.0,2008-10-29,Pay off high interest store cards,587.0,20.52%,953xx,CA,1 year,0.0
5000.0,2008-01-28,Bullrunacres,546.0,15.46%,400xx,KY,2 years,0.0
1500.0,2008-10-27,Help me to get a better bathroom.,490.0,0.63%,946xx,CA,10+ years,0.0
5000.0,2008-04-09,Need A New Computer,620.0,15.24%,112xx,NY,2 years,0.0
2500.0,2008-07-03,Personal loan,734.0,5.37%,021xx,MA,2 years,0.0
10000.0,2009-01-26, ,730.0,45.92%,727xx,AR,< 1 year,0.0
10000.0,2009-02-14,personal loan,571.0,3.08%,908xx,CA,9 years,0.0
1000.0,2008-11-04,car purchace,519.0,0%,481xx,MI,2 years,0.0
15000.0,2008-04-06,Loan Needed ,532.0,10.51%,951xx,CA,< 1 year,0.0
12000.0,2009-05-14,Looking for some help,472.0,0%,550xx,MN,< 1 year,0.0
7000.0,2008-04-07,Music Equipment Isn't cheap,0.0,0%,342xx,FL,4 years,0.0
3000.0,2008-01-24,brisbysmama,596.0,22.09%,891xx,NV,10+ years,0.0
25000.0,2008-10-17,Money Needed To Expand My Business.,559.0,6.11%,531xx,WI,10+ years,0.0
2000.0,2007-12-11,misskim,596.0,15.99%,112xx,NY,10+ years,0.0
8000.0,2007-11-05,supreme,469.0,3.07%,300xx,GA,< 1 year,0.0
15000.0,2009-04-24,Invest In Education,707.0,4944%,864xx,AZ,< 1 year,0.0
