loan_amnt,term,int_rate,grade,emp_length,home_ownership,annual_inc,loan_status,purpose,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,pub_rec
15000.0, 60 months,16.99,D,< 1 year,MORTGAGE,120000.0,Charged Off,debt_consolidation,10.47,3.0,660.0,664.0,2.0,0.0
26500.0, 60 months,13.44,C,< 1 year,RENT,53000.0,Fully Paid,debt_consolidation,25.84,0.0,705.0,709.0,0.0,0.0
2500.0, 36 months,6.89,A,,MORTGAGE,58000.0,Fully Paid,home_improvement,4.55,0.0,710.0,714.0,0.0,0.0
8000.0, 36 months,11.22,B,10+ years,MORTGAGE,105000.0,Fully Paid,debt_consolidation,28.64,1.0,670.0,674.0,0.0,0.0
35000.0, 60 months,18.2,E,5 years,MORTGAGE,138000.0,Charged Off,debt_consolidation,24.42,0.0,680.0,684.0,0.0,0.0
26525.0, 60 months,18.49,E,< 1 year,RENT,73200.0,Fully Paid,debt_consolidation,29.67,0.0,670.0,674.0,0.0,0.0
16000.0, 36 months,5.32,A,10+ years,MORTGAGE,150000.0,Fully Paid,debt_consolidation,10.58,0.0,680.0,684.0,1.0,1.0
15000.0, 36 months,6.49,A,2 years,RENT,90000.0,Fully Paid,vacation,14.24,0.0,810.0,814.0,0.0,0.0
13500.0, 36 months,7.89,A,10+ years,RENT,83100.0,Fully Paid,debt_consolidation,5.47,0.0,695.0,699.0,0.0,1.0
13950.0, 60 months,15.41,D,6 years,MORTGAGE,71000.0,Fully Paid,credit_card,36.11,0.0,675.0,679.0,0.0,1.0
9000.0, 36 months,6.89,A,10+ years,OWN,100000.0,Fully Paid,credit_card,5.95,0.0,680.0,684.0,0.0,0.0
25000.0, 36 months,6.99,A,3 years,RENT,245000.0,Fully Paid,credit_card,12.38,0.0,725.0,729.0,1.0,0.0
7425.0, 36 months,12.59,C,< 1 year,MORTGAGE,43000.0,Fully Paid,debt_consolidation,14.51,2.0,675.0,679.0,0.0,0.0
15000.0, 36 months,9.17,B,2 years,MORTGAGE,60000.0,Fully Paid,credit_card,22.42,0.0,665.0,669.0,0.0,0.0
5000.0, 36 months,11.48,B,3 years,MORTGAGE,55000.0,Fully Paid,credit_card,11.61,0.0,675.0,679.0,0.0,0.0
8000.0, 36 months,12.05,C,10+ years,RENT,91000.0,Fully Paid,credit_card,37.07,0.0,665.0,669.0,0.0,0.0
30000.0, 36 months,7.89,A,8 years,RENT,210000.0,Fully Paid,debt_consolidation,15.59,1.0,735.0,739.0,0.0,0.0
9275.0, 36 months,16.55,D,10+ years,MORTGAGE,39000.0,Fully Paid,debt_consolidation,30.86,0.0,695.0,699.0,0.0,0.0
35000.0, 36 months,15.41,D,10+ years,MORTGAGE,98000.0,Fully Paid,credit_card,23.56,0.0,665.0,669.0,0.0,0.0
5000.0, 36 months,12.05,C,4 years,RENT,50000.0,Charged Off,debt_consolidation,6.82,0.0,675.0,679.0,2.0,1.0
15000.0, 60 months,13.18,C,3 years,OWN,60000.0,Fully Paid,debt_consolidation,23.38,0.0,700.0,704.0,0.0,1.0
15000.0, 60 months,16.55,D,10+ years,MORTGAGE,60000.0,Charged Off,medical,33.22,0.0,660.0,664.0,0.0,4.0
1000.0, 36 months,9.17,B,7 years,OWN,50400.0,Fully Paid,vacation,14.62,10.0,675.0,679.0,1.0,0.0
24000.0, 60 months,12.59,C,4 years,MORTGAGE,150000.0,Fully Paid,other,10.2,0.0,670.0,674.0,0.0,0.0
20000.0, 36 months,11.99,C,< 1 year,OWN,51875.0,Fully Paid,debt_consolidation,29.54,0.0,685.0,689.0,0.0,0.0
28000.0, 36 months,6.89,A,7 years,MORTGAGE,145000.0,Fully Paid,credit_card,21.16,0.0,680.0,684.0,1.0,0.0
30000.0, 36 months,7.26,A,10+ years,MORTGAGE,185000.0,Fully Paid,credit_card,13.27,2.0,690.0,694.0,0.0,0.0
20800.0, 36 months,12.59,C,10+ years,OWN,80000.0,Charged Off,debt_consolidation,19.2,0.0,660.0,664.0,1.0,0.0
15450.0, 36 months,12.59,C,2 years,MORTGAGE,50000.0,Fully Paid,debt_consolidation,24.41,0.0,700.0,704.0,0.0,0.0
15000.0, 36 months,12.05,C,7 years,RENT,80000.0,Fully Paid,other,14.75,0.0,690.0,694.0,0.0,1.0
10000.0, 36 months,11.22,B,9 years,RENT,45000.0,Fully Paid,debt_consolidation,2.32,0.0,710.0,714.0,1.0,1.0
16000.0, 36 months,5.32,A,10+ years,MORTGAGE,130000.0,Fully Paid,credit_card,19.87,0.0,745.0,749.0,0.0,0.0
18400.0, 60 months,24.24,F,2 years,RENT,40000.0,Charged Off,major_purchase,31.32,1.0,670.0,674.0,0.0,0.0
25000.0, 36 months,11.22,B,10+ years,MORTGAGE,69000.0,Fully Paid,debt_consolidation,17.22,0.0,705.0,709.0,0.0,0.0
9875.0, 36 months,12.59,C,4 years,RENT,26000.0,Fully Paid,credit_card,34.27,0.0,735.0,739.0,0.0,0.0
1900.0, 36 months,18.49,E,< 1 year,RENT,25000.0,Charged Off,credit_card,24.27,0.0,690.0,694.0,0.0,0.0
13575.0, 60 months,13.67,C,7 years,RENT,60000.0,Fully Paid,debt_consolidation,16.18,0.0,700.0,704.0,1.0,0.0
35000.0, 36 months,13.67,C,3 years,MORTGAGE,96000.0,Fully Paid,debt_consolidation,18.63,1.0,695.0,699.0,0.0,0.0
12000.0, 36 months,12.88,C,2 years,RENT,50000.0,Fully Paid,debt_consolidation,26.84,2.0,660.0,664.0,2.0,0.0
9600.0, 36 months,9.17,B,10+ years,RENT,42000.0,Fully Paid,credit_card,10.63,2.0,670.0,674.0,2.0,0.0
20000.0, 60 months,14.48,C,10+ years,MORTGAGE,70000.0,Fully Paid,home_improvement,16.42,0.0,690.0,694.0,0.0,1.0
35000.0, 60 months,15.41,D,3 years,MORTGAGE,70720.0,Charged Off,debt_consolidation,17.81,0.0,695.0,699.0,0.0,0.0
16000.0, 60 months,14.33,C,10+ years,MORTGAGE,120000.0,Charged Off,home_improvement,17.45,0.0,665.0,669.0,5.0,3.0
25950.0, 60 months,17.27,D,10+ years,MORTGAGE,68000.0,Fully Paid,debt_consolidation,28.79,0.0,705.0,709.0,0.0,0.0
35000.0, 60 months,13.67,C,10+ years,MORTGAGE,130000.0,Fully Paid,debt_consolidation,13.96,1.0,680.0,684.0,1.0,0.0
7000.0, 36 months,8.18,B,< 1 year,RENT,60000.0,Fully Paid,credit_card,10.44,0.0,670.0,674.0,1.0,1.0
10500.0, 36 months,11.22,B,3 years,MORTGAGE,40000.0,Fully Paid,home_improvement,17.07,0.0,710.0,714.0,0.0,0.0
8400.0, 36 months,13.67,C,< 1 year,OWN,45000.0,Fully Paid,debt_consolidation,38.93,0.0,670.0,674.0,0.0,0.0
25000.0, 36 months,12.59,C,5 years,RENT,74000.0,Charged Off,debt_consolidation,5.5,0.0,670.0,674.0,1.0,0.0
13425.0, 36 months,17.86,D,2 years,RENT,32000.0,Charged Off,debt_consolidation,15.87,0.0,660.0,664.0,2.0,0.0
19200.0, 60 months,18.49,D,10+ years,RENT,56000.0,Fully Paid,debt_consolidation,28.0,0.0,695.0,699.0,0.0,0.0
24000.0, 36 months,6.89,A,3 years,MORTGAGE,145416.0,Fully Paid,home_improvement,12.04,0.0,725.0,729.0,1.0,0.0
10000.0, 36 months,12.05,C,10+ years,MORTGAGE,135000.0,Fully Paid,home_improvement,9.66,0.0,675.0,679.0,4.0,1.0
35000.0, 36 months,15.41,D,< 1 year,MORTGAGE,128000.0,Fully Paid,debt_consolidation,35.61,0.0,740.0,744.0,0.0,1.0
12000.0, 36 months,7.89,A,10+ years,MORTGAGE,35000.0,Fully Paid,debt_consolidation,21.91,0.0,735.0,739.0,0.0,0.0
35000.0, 36 months,11.99,C,8 years,MORTGAGE,155000.0,Charged Off,credit_card,29.78,1.0,690.0,694.0,0.0,0.0
8000.0, 36 months,11.22,B,10+ years,RENT,50000.0,Charged Off,vacation,33.32,0.0,675.0,679.0,0.0,0.0
13625.0, 36 months,11.22,B,10+ years,MORTGAGE,95000.0,Fully Paid,debt_consolidation,13.27,0.0,680.0,684.0,1.0,1.0
4200.0, 36 months,16.55,D,10+ years,RENT,42000.0,Charged Off,debt_consolidation,19.0,0.0,680.0,684.0,3.0,0.0
25000.0, 36 months,6.24,A,6 years,MORTGAGE,160000.0,Fully Paid,debt_consolidation,9.51,0.0,790.0,794.0,3.0,0.0
20400.0, 36 months,5.32,A,< 1 year,RENT,87000.0,Fully Paid,debt_consolidation,14.92,0.0,725.0,729.0,0.0,0.0
10000.0, 36 months,14.48,C,7 years,RENT,75000.0,Charged Off,debt_consolidation,24.22,0.0,660.0,664.0,0.0,0.0
1800.0, 36 months,9.17,B,1 year,MORTGAGE,72000.0,Fully Paid,debt_consolidation,13.42,0.0,755.0,759.0,1.0,0.0
5325.0, 36 months,11.99,C,1 year,RENT,30000.0,Fully Paid,debt_consolidation,11.48,0.0,705.0,709.0,0.0,0.0
17000.0, 36 months,7.89,A,3 years,RENT,65000.0,Fully Paid,debt_consolidation,11.93,0.0,680.0,684.0,1.0,1.0
13200.0, 36 months,13.18,C,,MORTGAGE,30000.0,Fully Paid,credit_card,19.98,0.0,685.0,689.0,0.0,1.0
6000.0, 36 months,5.32,A,2 years,OWN,120000.0,Fully Paid,credit_card,3.98,0.0,780.0,784.0,0.0,0.0
11000.0, 36 months,8.38,B,10+ years,MORTGAGE,33000.0,Fully Paid,debt_consolidation,12.91,1.0,665.0,669.0,1.0,1.0
7000.0, 36 months,10.64,B,2 years,RENT,30000.0,Fully Paid,debt_consolidation,22.92,0.0,680.0,684.0,0.0,0.0
8000.0, 36 months,15.41,D,< 1 year,RENT,38000.0,Charged Off,debt_consolidation,15.73,0.0,720.0,724.0,0.0,0.0
26900.0, 60 months,27.31,G,,MORTGAGE,70800.0,Charged Off,debt_consolidation,28.59,1.0,665.0,669.0,0.0,0.0
6000.0, 36 months,9.17,B,2 years,RENT,55000.0,Fully Paid,debt_consolidation,25.27,0.0,695.0,699.0,0.0,0.0
12800.0, 36 months,11.99,C,1 year,RENT,42000.0,Fully Paid,debt_consolidation,9.28,0.0,670.0,674.0,0.0,0.0
5875.0, 36 months,9.17,B,3 years,OWN,42000.0,Fully Paid,credit_card,11.09,0.0,665.0,669.0,0.0,0.0
12000.0, 36 months,9.76,B,,RENT,53076.0,Fully Paid,debt_consolidation,23.45,2.0,670.0,674.0,0.0,0.0
5000.0, 36 months,10.78,B,< 1 year,RENT,38200.0,Fully Paid,debt_consolidation,4.69,0.0,710.0,714.0,0.0,0.0
3500.0, 36 months,11.22,B,10+ years,OWN,56000.0,Fully Paid,debt_consolidation,31.93,0.0,680.0,684.0,0.0,0.0
12000.0, 60 months,14.48,C,6 years,MORTGAGE,64000.0,Fully Paid,debt_consolidation,15.68,0.0,690.0,694.0,0.0,1.0
15000.0, 36 months,10.78,B,< 1 year,RENT,65000.0,Fully Paid,credit_card,16.31,1.0,665.0,669.0,1.0,0.0
4500.0, 36 months,8.38,B,4 years,MORTGAGE,85000.0,Fully Paid,home_improvement,12.68,0.0,715.0,719.0,0.0,0.0
17000.0, 36 months,7.89,A,2 years,OWN,250000.0,Fully Paid,credit_card,9.57,4.0,680.0,684.0,1.0,0.0
2400.0, 36 months,8.38,B,10+ years,RENT,40000.0,Charged Off,debt_consolidation,21.19,0.0,665.0,669.0,1.0,2.0
3200.0, 36 months,11.22,B,1 year,RENT,70000.0,Fully Paid,medical,12.41,2.0,685.0,689.0,0.0,0.0
16000.0, 60 months,11.22,B,3 years,MORTGAGE,80000.0,Fully Paid,debt_consolidation,17.58,0.0,735.0,739.0,2.0,1.0
4800.0, 36 months,11.22,B,10+ years,MORTGAGE,48000.0,Fully Paid,home_improvement,7.8,0.0,665.0,669.0,0.0,0.0
12000.0, 36 months,9.76,B,10+ years,OWN,50000.0,Charged Off,debt_consolidation,5.11,0.0,670.0,674.0,0.0,0.0
15000.0, 60 months,18.2,E,10+ years,RENT,54320.0,Charged Off,debt_consolidation,30.0,0.0,665.0,669.0,1.0,0.0
9375.0, 36 months,15.41,D,10+ years,MORTGAGE,50000.0,Charged Off,debt_consolidation,36.77,3.0,690.0,694.0,0.0,0.0
4000.0, 36 months,9.17,B,10+ years,RENT,62000.0,Charged Off,debt_consolidation,15.02,0.0,675.0,679.0,1.0,2.0
15250.0, 36 months,13.18,C,7 years,OWN,57000.0,Fully Paid,credit_card,26.58,0.0,695.0,699.0,1.0,0.0
3850.0, 36 months,16.55,D,,RENT,8796.0,Charged Off,debt_consolidation,30.7,0.0,715.0,719.0,1.0,0.0
9975.0, 36 months,18.99,E,10+ years,RENT,80000.0,Charged Off,debt_consolidation,8.79,0.0,660.0,664.0,0.0,1.0
30000.0, 36 months,11.99,C,10+ years,RENT,100000.0,Fully Paid,debt_consolidation,29.12,1.0,675.0,679.0,0.0,0.0
8000.0, 36 months,5.32,A,10+ years,RENT,82000.0,Fully Paid,credit_card,13.99,0.0,680.0,684.0,1.0,1.0
10000.0, 36 months,5.32,A,10+ years,RENT,56000.0,Fully Paid,debt_consolidation,15.0,0.0,770.0,774.0,0.0,0.0
16000.0, 60 months,15.41,D,8 years,MORTGAGE,135000.0,Charged Off,debt_consolidation,37.38,0.0,670.0,674.0,1.0,0.0
4000.0, 36 months,11.99,C,10+ years,MORTGAGE,56000.0,Fully Paid,other,14.77,1.0,665.0,669.0,0.0,0.0
7775.0, 36 months,16.55,D,10+ years,RENT,36000.0,Charged Off,debt_consolidation,37.1,0.0,670.0,674.0,0.0,0.0
25000.0, 60 months,17.57,D,4 years,MORTGAGE,56000.0,Fully Paid,debt_consolidation,24.37,0.0,710.0,714.0,1.0,0.0
7000.0, 36 months,8.38,B,6 years,RENT,30000.0,Fully Paid,credit_card,27.64,0.0,725.0,729.0,0.0,0.0
3000.0, 36 months,6.24,A,1 year,RENT,41000.0,Fully Paid,debt_consolidation,15.87,0.0,725.0,729.0,0.0,0.0
12000.0, 36 months,5.32,A,10+ years,RENT,58000.0,Charged Off,credit_card,23.86,0.0,685.0,689.0,0.0,0.0
12000.0, 36 months,11.99,C,< 1 year,MORTGAGE,34000.0,Fully Paid,debt_consolidation,22.77,0.0,660.0,664.0,1.0,0.0
35000.0, 36 months,14.48,C,10+ years,OWN,90000.0,Fully Paid,debt_consolidation,30.41,0.0,675.0,679.0,2.0,0.0
12625.0, 36 months,9.76,B,10+ years,MORTGAGE,68000.0,Fully Paid,home_improvement,21.9,0.0,765.0,769.0,0.0,0.0
4675.0, 36 months,17.57,D,10+ years,RENT,28000.0,Charged Off,credit_card,19.8,0.0,680.0,684.0,0.0,1.0
10000.0, 36 months,6.24,A,9 years,RENT,83000.0,Fully Paid,debt_consolidation,19.45,0.0,695.0,699.0,0.0,0.0
4500.0, 36 months,9.76,B,10+ years,MORTGAGE,53215.0,Fully Paid,car,21.15,0.0,690.0,694.0,0.0,1.0
15000.0, 36 months,10.78,B,6 years,RENT,145000.0,Fully Paid,home_improvement,8.18,0.0,705.0,709.0,0.0,0.0
1400.0, 36 months,24.99,F,3 years,OWN,13000.0,Fully Paid,debt_consolidation,33.54,0.0,660.0,664.0,0.0,0.0
16000.0, 36 months,13.18,C,1 year,RENT,120000.0,Fully Paid,credit_card,26.37,0.0,675.0,679.0,1.0,1.0
7275.0, 36 months,8.38,B,10+ years,RENT,90000.0,Fully Paid,major_purchase,19.68,0.0,695.0,699.0,0.0,0.0
8000.0, 36 months,11.49,B,7 years,RENT,75000.0,Fully Paid,credit_card,10.56,0.0,680.0,684.0,0.0,0.0
11000.0, 36 months,10.99,B,2 years,RENT,105000.0,Fully Paid,credit_card,14.93,0.0,685.0,689.0,1.0,1.0
30000.0, 36 months,6.89,A,10+ years,MORTGAGE,234772.0,Fully Paid,credit_card,9.85,0.0,690.0,694.0,0.0,0.0
1000.0, 36 months,16.55,D,10+ years,OWN,34000.0,Charged Off,other,9.6,0.0,665.0,669.0,0.0,2.0
21000.0, 60 months,18.2,E,10+ years,MORTGAGE,55000.0,Charged Off,major_purchase,27.23,0.0,700.0,704.0,0.0,0.0
6000.0, 36 months,8.38,B,2 years,MORTGAGE,28000.0,Fully Paid,credit_card,13.97,0.0,660.0,664.0,0.0,0.0
28000.0, 60 months,9.17,B,8 years,MORTGAGE,125000.0,Charged Off,debt_consolidation,16.95,0.0,755.0,759.0,0.0,0.0
7675.0, 36 months,9.17,B,,OWN,42000.0,Fully Paid,credit_card,26.89,0.0,800.0,804.0,0.0,0.0
9600.0, 36 months,6.89,A,10+ years,MORTGAGE,104000.0,Fully Paid,credit_card,2.69,0.0,695.0,699.0,0.0,0.0
7000.0, 36 months,9.8,B,2 years,RENT,60000.0,Fully Paid,credit_card,18.0,2.0,680.0,684.0,0.0,0.0
15000.0, 60 months,18.99,E,10+ years,MORTGAGE,55000.0,Fully Paid,debt_consolidation,5.63,0.0,765.0,769.0,2.0,0.0
34075.0, 36 months,18.2,E,10+ years,MORTGAGE,135163.0,Fully Paid,debt_consolidation,16.92,1.0,665.0,669.0,1.0,1.0
10000.0, 36 months,8.38,B,3 years,RENT,63000.0,Fully Paid,credit_card,29.39,0.0,705.0,709.0,1.0,0.0
18625.0, 36 months,13.44,C,10+ years,MORTGAGE,44400.0,Charged Off,debt_consolidation,7.78,1.0,680.0,684.0,0.0,0.0
7475.0, 36 months,18.99,E,9 years,MORTGAGE,58711.0,Charged Off,debt_consolidation,23.75,0.0,675.0,679.0,2.0,0.0
20000.0, 36 months,5.32,A,9 years,OWN,145000.0,Fully Paid,credit_card,8.37,0.0,770.0,774.0,0.0,0.0
10000.0, 36 months,8.38,B,7 years,MORTGAGE,70000.0,Fully Paid,debt_consolidation,11.76,0.0,660.0,664.0,0.0,0.0
19300.0, 36 months,13.44,C,,MORTGAGE,48261.96,Charged Off,debt_consolidation,17.11,0.0,660.0,664.0,0.0,1.0
18000.0, 36 months,10.64,B,< 1 year,OWN,50000.0,Fully Paid,credit_card,14.5,0.0,700.0,704.0,0.0,0.0
15000.0, 60 months,9.99,B,10+ years,MORTGAGE,60000.0,Charged Off,debt_consolidation,9.86,0.0,760.0,764.0,0.0,0.0
12000.0, 60 months,14.48,C,10+ years,RENT,40000.0,Charged Off,debt_consolidation,22.95,0.0,675.0,679.0,1.0,0.0
2500.0, 36 months,12.59,C,10+ years,OWN,67000.0,Fully Paid,debt_consolidation,29.82,0.0,670.0,674.0,1.0,0.0
10000.0, 36 months,14.85,C,2 years,RENT,56200.0,Fully Paid,debt_consolidation,8.2,8.0,660.0,664.0,0.0,0.0
15000.0, 36 months,7.89,A,10+ years,MORTGAGE,75000.0,Fully Paid,debt_consolidation,12.37,0.0,680.0,684.0,1.0,1.0
12175.0, 36 months,13.67,C,< 1 year,RENT,80000.0,Fully Paid,debt_consolidation,24.65,1.0,690.0,694.0,1.0,0.0
6400.0, 36 months,10.64,B,< 1 year,RENT,33000.0,Fully Paid,credit_card,12.12,1.0,690.0,694.0,0.0,0.0
6000.0, 36 months,5.32,A,10+ years,RENT,43000.0,Fully Paid,debt_consolidation,20.37,0.0,680.0,684.0,0.0,0.0
10500.0, 60 months,7.89,A,10+ years,MORTGAGE,45000.0,Fully Paid,credit_card,16.45,0.0,730.0,734.0,0.0,0.0
24000.0, 36 months,10.64,B,3 years,RENT,118000.0,Fully Paid,debt_consolidation,27.37,0.0,675.0,679.0,2.0,0.0
15000.0, 36 months,8.18,B,< 1 year,RENT,60000.0,Charged Off,credit_card,14.26,0.0,725.0,729.0,0.0,0.0
3000.0, 36 months,9.76,B,10+ years,MORTGAGE,97350.0,Fully Paid,debt_consolidation,16.83,0.0,695.0,699.0,2.0,1.0
8400.0, 36 months,5.32,A,8 years,MORTGAGE,68000.0,Fully Paid,debt_consolidation,9.73,0.0,810.0,814.0,0.0,0.0
7400.0, 36 months,11.22,B,< 1 year,OWN,38480.0,Fully Paid,credit_card,24.86,1.0,660.0,664.0,0.0,0.0
10000.0, 36 months,7.89,A,10+ years,RENT,85000.0,Fully Paid,debt_consolidation,19.38,0.0,750.0,754.0,0.0,0.0
10000.0, 36 months,6.24,A,1 year,MORTGAGE,110000.0,Fully Paid,credit_card,28.44,0.0,730.0,734.0,0.0,0.0
5000.0, 36 months,13.18,C,9 years,RENT,25000.0,Fully Paid,debt_consolidation,36.42,0.0,675.0,679.0,0.0,1.0
28000.0, 36 months,7.89,A,10+ years,MORTGAGE,102000.0,Fully Paid,debt_consolidation,20.68,1.0,705.0,709.0,2.0,0.0
35000.0, 60 months,11.99,C,< 1 year,MORTGAGE,135000.0,Fully Paid,debt_consolidation,18.8,0.0,685.0,689.0,0.0,0.0
5000.0, 36 months,10.64,B,2 years,RENT,42000.0,Fully Paid,credit_card,31.31,0.0,680.0,684.0,0.0,0.0
4000.0, 36 months,13.18,C,2 years,RENT,54000.0,Fully Paid,debt_consolidation,7.64,0.0,685.0,689.0,0.0,0.0
24000.0, 60 months,17.57,D,9 years,MORTGAGE,60000.0,Fully Paid,debt_consolidation,33.11,0.0,700.0,704.0,0.0,0.0
16000.0, 60 months,13.67,C,10+ years,MORTGAGE,52000.0,Fully Paid,debt_consolidation,12.05,0.0,680.0,684.0,0.0,0.0
20000.0, 36 months,9.76,B,3 years,RENT,96000.0,Fully Paid,debt_consolidation,8.25,0.0,740.0,744.0,2.0,0.0
30000.0, 36 months,9.76,B,5 years,MORTGAGE,230000.0,Fully Paid,credit_card,12.26,0.0,670.0,674.0,0.0,0.0
4000.0, 36 months,12.59,C,7 years,MORTGAGE,54000.0,Fully Paid,debt_consolidation,10.2,0.0,680.0,684.0,1.0,0.0
12000.0, 36 months,11.99,C,8 years,RENT,84000.0,Fully Paid,debt_consolidation,4.59,0.0,705.0,709.0,2.0,0.0
17975.0, 36 months,13.44,C,3 years,RENT,110000.0,Fully Paid,debt_consolidation,9.57,0.0,660.0,664.0,3.0,1.0
5000.0, 36 months,6.24,A,4 years,RENT,95000.0,Charged Off,major_purchase,17.29,7.0,680.0,684.0,1.0,0.0
5400.0, 36 months,6.49,A,4 years,RENT,90000.0,Fully Paid,debt_consolidation,29.69,0.0,690.0,694.0,2.0,0.0
28000.0, 36 months,6.89,A,4 years,MORTGAGE,175000.0,Fully Paid,debt_consolidation,15.39,0.0,715.0,719.0,1.0,3.0
28000.0, 36 months,7.89,A,10+ years,OWN,112000.0,Fully Paid,credit_card,26.69,0.0,705.0,709.0,2.0,0.0
2500.0, 36 months,8.49,B,2 years,MORTGAGE,51500.0,Fully Paid,credit_card,15.08,0.0,700.0,704.0,1.0,0.0
20000.0, 36 months,6.89,A,10+ years,OWN,60000.0,Fully Paid,credit_card,22.0,0.0,680.0,684.0,0.0,0.0
24000.0, 36 months,6.24,A,10+ years,MORTGAGE,165000.0,Fully Paid,debt_consolidation,6.71,1.0,745.0,749.0,0.0,0.0
20000.0, 36 months,12.59,C,10+ years,MORTGAGE,74000.0,Fully Paid,credit_card,26.82,2.0,695.0,699.0,2.0,0.0
1000.0, 36 months,14.48,C,10+ years,RENT,41000.0,Fully Paid,moving,19.53,0.0,670.0,674.0,0.0,0.0
13375.0, 36 months,11.99,C,4 years,MORTGAGE,91000.0,Charged Off,debt_consolidation,11.38,2.0,665.0,669.0,0.0,0.0
12350.0, 36 months,11.99,C,10+ years,MORTGAGE,34000.0,Fully Paid,credit_card,34.16,0.0,740.0,744.0,0.0,0.0
18000.0, 60 months,11.99,C,10+ years,MORTGAGE,90000.0,Fully Paid,credit_card,31.47,0.0,690.0,694.0,0.0,0.0
19250.0, 60 months,14.48,C,3 years,MORTGAGE,116700.0,Charged Off,credit_card,30.41,0.0,665.0,669.0,3.0,0.0
17000.0, 36 months,6.49,A,10+ years,RENT,73000.0,Fully Paid,credit_card,34.36,0.0,745.0,749.0,0.0,0.0
11000.0, 36 months,13.18,C,3 years,MORTGAGE,50000.0,Fully Paid,credit_card,9.48,0.0,740.0,744.0,1.0,0.0
8500.0, 36 months,9.76,B,5 years,RENT,45000.0,Fully Paid,debt_consolidation,39.47,0.0,690.0,694.0,1.0,0.0
24000.0, 36 months,9.76,B,,MORTGAGE,79740.0,Fully Paid,debt_consolidation,12.57,0.0,715.0,719.0,1.0,0.0
5750.0, 36 months,17.57,D,10+ years,OWN,16000.0,Charged Off,credit_card,35.41,0.0,735.0,739.0,1.0,1.0
30000.0, 60 months,9.76,B,10+ years,MORTGAGE,84000.0,Charged Off,credit_card,16.94,0.0,690.0,694.0,0.0,0.0
20000.0, 60 months,13.67,C,3 years,RENT,45000.0,Fully Paid,credit_card,23.92,0.0,700.0,704.0,0.0,0.0
5000.0, 36 months,7.89,A,2 years,RENT,45800.0,Fully Paid,home_improvement,18.68,0.0,675.0,679.0,0.0,1.0
14000.0, 60 months,19.89,E,10+ years,RENT,52000.0,Charged Off,credit_card,10.44,0.0,660.0,664.0,2.0,2.0
12000.0, 36 months,10.64,B,5 years,RENT,88787.0,Fully Paid,debt_consolidation,23.07,0.0,670.0,674.0,0.0,4.0
20000.0, 36 months,8.49,B,10+ years,OWN,85000.0,Charged Off,debt_consolidation,24.89,0.0,665.0,669.0,0.0,1.0
4450.0, 36 months,12.59,C,8 years,RENT,29350.0,Fully Paid,credit_card,29.16,0.0,685.0,689.0,0.0,0.0
19125.0, 60 months,19.99,E,1 year,MORTGAGE,48000.0,Fully Paid,debt_consolidation,5.78,0.0,755.0,759.0,0.0,0.0
20000.0, 36 months,8.49,B,< 1 year,MORTGAGE,80000.0,Fully Paid,credit_card,19.26,0.0,680.0,684.0,3.0,0.0
14000.0, 36 months,12.59,C,10+ years,RENT,110000.0,Fully Paid,credit_card,27.73,0.0,665.0,669.0,0.0,2.0
16250.0, 60 months,15.41,D,10+ years,RENT,55342.0,Fully Paid,debt_consolidation,29.64,0.0,720.0,724.0,0.0,0.0
5000.0, 36 months,9.17,B,10+ years,OWN,30000.0,Charged Off,debt_consolidation,25.8,0.0,700.0,704.0,0.0,0.0
4000.0, 36 months,11.99,C,10+ years,MORTGAGE,50000.0,Fully Paid,debt_consolidation,28.54,0.0,660.0,664.0,3.0,2.0
12000.0, 36 months,9.76,B,10+ years,MORTGAGE,76000.0,Fully Paid,credit_card,8.73,0.0,680.0,684.0,0.0,0.0
5175.0, 36 months,18.2,E,1 year,RENT,35000.0,Charged Off,debt_consolidation,25.55,0.0,670.0,674.0,3.0,0.0
9000.0, 36 months,7.89,A,8 years,RENT,40000.0,Fully Paid,debt_consolidation,33.68,0.0,780.0,784.0,0.0,0.0
12000.0, 36 months,11.99,C,5 years,RENT,85280.0,Fully Paid,debt_consolidation,9.15,0.0,660.0,664.0,1.0,2.0
5000.0, 36 months,11.22,B,5 years,OWN,75000.0,Charged Off,home_improvement,12.62,0.0,675.0,679.0,0.0,0.0
14250.0, 36 months,15.77,D,5 years,MORTGAGE,31000.0,Fully Paid,credit_card,22.45,0.0,690.0,694.0,0.0,0.0
20525.0, 36 months,9.76,B,2 years,RENT,150000.0,Fully Paid,credit_card,22.02,0.0,720.0,724.0,1.0,0.0
18000.0, 60 months,13.44,C,1 year,RENT,57000.0,Fully Paid,debt_consolidation,18.4,1.0,660.0,664.0,1.0,0.0
20000.0, 36 months,11.99,C,10+ years,OWN,218000.0,Fully Paid,house,16.95,1.0,675.0,679.0,1.0,0.0
10000.0, 36 months,6.24,A,10+ years,OWN,42000.0,Fully Paid,credit_card,6.94,0.0,685.0,689.0,0.0,0.0
5000.0, 36 months,9.76,B,9 years,RENT,32000.0,Charged Off,debt_consolidation,23.77,0.0,690.0,694.0,1.0,0.0
3100.0, 36 months,16.55,D,2 years,MORTGAGE,35000.0,Fully Paid,credit_card,24.07,0.0,690.0,694.0,0.0,0.0
1000.0, 36 months,13.44,C,10+ years,RENT,50000.0,Fully Paid,debt_consolidation,3.07,1.0,660.0,664.0,0.0,0.0
